season,week,season_type,game_id,player_id,team,opponent_team,touches,scrimmage_yards,scrimmage_tds,yards_per_touch,scrimmage_first_downs,scrimmage_fumbles,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,ingest_run_id
2026,1,REG,2026_01_DAL_NYG,00-0037838,NYG,DAL,8,78,2,9.75,6,1,0,0,0,8,8,78,2,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0037839,DAL,NYG,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0037840,LA,SF,14,65,1,4.6429,4,0,11,41,1,3,3,24,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0037841,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0037843,CHI,CAR,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038038,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038039,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038041,DAL,NYG,2,6,0,3.0,0,0,0,0,0,2,2,6,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038046,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038090,GB,MIN,0,0,0,,0,0,0,0,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038094,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038102,CAR,CHI,1,24,0,24.0,1,0,1,24,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038104,KC,DEN,0,0,0,,0,0,0,0,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038106,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038112,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038115,TEN,NYJ,1,7,0,7.0,0,0,0,0,0,1,1,7,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038116,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038117,TEN,NYJ,5,38,0,7.6,3,0,0,0,0,5,6,38,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038120,NYJ,TEN,24,118,1,4.9167,7,0,22,102,1,2,2,16,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038121,TEN,NYJ,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038123,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038124,GB,MIN,6,147,2,24.5,5,0,0,0,0,6,8,147,2,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038125,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038128,MIA,LV,6,39,1,6.5,2,1,6,39,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038129,TB,CIN,3,26,0,8.6667,3,0,0,0,0,3,5,26,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038133,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038134,KC,DEN,26,191,2,7.3462,10,0,23,173,1,3,6,18,1,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038135,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038359,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038360,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038386,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038387,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038393,PHI,WAS,2,73,1,36.5,2,0,0,0,0,2,4,73,1,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038398,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038399,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038412,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038428,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038454,LAC,ARI,4,9,0,2.25,0,0,4,9,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038463,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038488,SEA,NE,2,20,0,10.0,1,0,0,0,0,2,2,20,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038489,KC,DEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038493,CAR,CHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038504,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038505,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038519,KC,DEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038540,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038541,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038542,ATL,PIT,29,173,1,5.9655,9,2,21,83,0,8,10,90,1,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038543,SEA,NE,8,122,1,15.25,5,0,0,0,0,8,11,122,1,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038544,LAC,ARI,2,17,0,8.5,0,0,0,0,0,2,6,17,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038546,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038547,DAL,NYG,1,12,0,12.0,0,0,0,0,0,1,1,12,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038548,BUF,HOU,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038549,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038551,NO,DET,9,30,1,3.3333,2,0,9,30,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038552,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038553,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038554,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038555,PHI,WAS,1,3,0,3.0,0,0,1,3,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038556,DAL,NYG,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038557,BUF,HOU,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038558,PIT,ATL,2,18,0,9.0,1,0,0,0,0,2,2,18,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038559,ARI,LAC,5,56,0,11.2,3,0,0,0,0,5,7,56,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038560,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038563,LV,MIA,2,27,0,13.5,1,0,0,0,0,2,4,27,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038567,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038570,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038573,LAC,ARI,0,0,0,,0,0,0,0,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038574,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038577,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038588,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038596,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038597,CIN,TB,21,78,1,3.7143,4,0,16,56,1,5,6,22,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038599,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038603,MIA,LV,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038605,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038606,JAX,CLE,5,83,1,16.6,4,0,0,0,0,5,6,83,1,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038608,HOU,BUF,1,21,0,21.0,1,0,0,0,0,1,2,21,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038611,JAX,CLE,6,23,0,3.8333,1,0,6,23,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038618,HOU,BUF,3,32,0,10.6667,1,0,0,0,0,3,6,32,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038619,CIN,TB,2,12,0,6.0,1,0,0,0,0,2,3,12,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038621,NE,SEA,5,20,0,4.0,2,0,0,0,0,5,7,20,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038623,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038625,DAL,NYG,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038628,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038629,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038653,NE,SEA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038660,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038685,GB,MIN,7,29,0,4.1429,1,0,7,29,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038705,DAL,NYG,2,7,0,3.5,0,0,2,7,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038710,CLE,JAX,1,14,0,14.0,1,0,0,0,0,1,1,14,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038711,TEN,NYJ,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038715,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038728,HOU,BUF,1,12,0,12.0,1,0,0,0,0,1,1,12,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038738,DAL,NYG,1,7,0,7.0,1,0,1,7,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038764,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038778,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038782,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038783,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038791,CAR,CHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038797,SEA,NE,2,3,0,1.5,0,0,2,3,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038807,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038840,CAR,CHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038896,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038922,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038933,BUF,HOU,5,130,0,26.0,4,0,0,0,0,5,6,130,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038935,JAX,CLE,2,23,1,11.5,1,0,0,0,0,2,3,23,1,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038940,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038976,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038978,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038984,ARI,LAC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038994,MIN,GB,0,0,0,,0,0,0,0,0,0,2,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038996,GB,MIN,3,65,0,21.6667,3,0,0,0,0,3,6,65,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038997,IND,BAL,2,37,0,18.5,2,0,0,0,0,2,4,37,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039000,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039002,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039006,KC,DEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039013,PHI,WAS,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039018,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039020,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039021,CHI,CAR,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039031,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039032,TEN,NYJ,5,24,0,4.8,1,0,3,12,0,2,4,12,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039040,MIA,LV,15,66,0,4.4,3,0,11,36,0,4,5,30,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039047,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039048,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039049,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039059,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039061,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039062,DAL,NYG,1,10,0,10.0,1,0,0,0,0,1,1,10,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039063,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039064,BAL,IND,5,150,1,30.0,5,0,0,0,0,5,6,150,1,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039065,DET,NO,5,48,0,9.6,2,0,0,0,0,5,8,48,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039066,LV,MIA,6,32,0,5.3333,3,0,0,0,0,6,7,32,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039067,KC,DEN,2,19,1,9.5,1,0,0,0,0,2,2,19,1,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039068,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039070,ATL,PIT,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039071,CHI,CAR,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039074,LA,SF,1,13,0,13.0,1,0,0,0,0,1,1,13,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039075,LA,SF,5,74,0,14.8,2,0,0,0,0,5,9,74,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039077,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039107,LA,SF,1,9,0,9.0,1,0,1,9,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039108,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039110,PIT,ATL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039111,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039112,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039137,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039138,LA,SF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039139,DET,NO,34,186,2,5.4706,15,1,29,156,2,5,5,30,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039142,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039146,GB,MIN,3,20,0,6.6667,1,0,0,0,0,3,7,20,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039147,NE,SEA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039148,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039149,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039150,CAR,CHI,2,10,1,5.0,1,0,2,10,1,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039156,MIA,LV,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039157,TB,CIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039163,HOU,BUF,2,15,0,7.5,1,0,2,15,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039169,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039172,DET,NO,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039176,NYG,DAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039232,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039234,BAL,IND,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039272,GB,MIN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039284,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039299,SEA,NE,8,29,0,3.625,0,0,8,29,0,0,1,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039309,SEA,NE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039313,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039323,CIN,TB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039337,NYG,DAL,6,69,0,11.5,3,0,0,0,0,6,9,69,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039340,IND,BAL,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039342,CAR,CHI,0,0,0,,0,0,0,0,0,0,2,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039343,HOU,BUF,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039344,CAR,CHI,5,62,0,12.4,1,0,4,14,0,1,2,48,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039345,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039357,NO,DET,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039359,HOU,BUF,1,-2,0,-2.0,0,0,0,0,0,1,1,-2,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039360,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039361,TB,CIN,15,93,1,6.2,5,1,8,45,1,7,7,48,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039364,DET,NO,3,18,0,6.0,1,0,2,7,0,1,1,11,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039365,SF,LA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039366,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039368,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039369,LAC,ARI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039371,DEN,KC,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039372,NYJ,TEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039380,CAR,CHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039384,NYG,DAL,2,14,0,7.0,1,1,2,14,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039404,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0039406,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039407,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0039409,JAX,CLE,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039410,DAL,NYG,2,22,0,11.0,1,0,0,0,0,2,4,22,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039412,WAS,PHI,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0039417,CLE,JAX,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039421,MIN,GB,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039423,LV,MIA,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039424,NO,DET,7,69,1,9.8571,3,0,0,0,0,7,9,69,1,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039430,TEN,NYJ,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039433,KC,DEN,0,0,0,,0,0,0,0,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039451,NYJ,TEN,1,7,0,7.0,1,0,0,0,0,1,1,7,0,20260925T013701Z
