season,week,season_type,game_id,player_id,team,opponent_team,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,ingest_run_id
2026,1,REG,2026_01_CLE_JAX,00-0037665,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0037686,MIA,LV,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0037692,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0037740,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0037741,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0037743,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0037744,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0037746,ATL,PIT,9,31,0,0,0,2,-1.05737868789583,0,1,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0037752,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0037756,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0037758,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0037799,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0037801,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0037805,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0037809,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0037812,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0037815,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0037816,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0037817,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0037818,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0037819,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0037834,SF,LA,5,29,0,0,0,4,3.22245055087842,0,1,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0037838,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0037839,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0037840,LA,SF,11,41,1,0,0,3,1.14232724759495,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0037841,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0037843,CHI,CAR,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038038,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038039,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038041,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038046,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038090,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038094,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038102,CAR,CHI,1,24,0,0,0,1,1.67775175964925,0,1,1,1,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038104,KC,DEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038106,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038112,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038115,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038116,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038117,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038120,NYJ,TEN,22,102,1,0,0,7,2.34956525173038,0,3,3,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038121,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038123,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038124,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038125,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038128,MIA,LV,6,39,1,1,0,2,1.04589421552373,0,1,1,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038129,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038133,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038134,KC,DEN,23,173,1,0,0,8,10.1025641742744,0,4,4,2,1,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038135,PIT,ATL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038359,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038360,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038386,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038387,NO,DET,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038393,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038398,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038399,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038412,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038428,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038454,LAC,ARI,4,9,0,0,0,0,-1.147076887195,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038463,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038488,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038489,KC,DEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038493,CAR,CHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038504,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038505,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038519,KC,DEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038540,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038541,NO,DET,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038542,ATL,PIT,21,83,0,1,0,7,-2.06107826887382,0,2,2,1,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038543,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038544,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038546,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038547,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038548,BUF,HOU,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038549,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038551,NO,DET,9,30,1,0,0,2,0.716897957259789,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038552,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038553,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0038554,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038555,PHI,WAS,1,3,0,0,0,0,-0.317280971154105,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038556,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038557,BUF,HOU,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038558,PIT,ATL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038559,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038560,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038563,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038567,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038570,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038573,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038574,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038577,PIT,ATL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038588,NO,DET,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038596,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038597,CIN,TB,16,56,1,0,0,4,-1.0608258471475,0,2,1,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038599,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0038603,MIA,LV,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038605,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038606,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038608,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038611,JAX,CLE,6,23,0,0,0,1,-0.764428105069338,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038618,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0038619,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038621,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038623,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038625,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0038628,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038629,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038653,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038660,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038685,GB,MIN,7,29,0,0,0,1,-0.816976866364712,0,1,1,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038705,DAL,NYG,2,7,0,0,0,0,-0.320344359904993,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038710,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0038711,TEN,NYJ,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038715,CLE,JAX,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038728,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0038738,DAL,NYG,1,7,0,0,0,1,-0.0715115060447715,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038764,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038778,MIN,GB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038782,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038783,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038791,CAR,CHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038797,SEA,NE,2,3,0,0,0,0,-1.8990639874246,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038807,MIN,GB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0038840,CAR,CHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038896,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0038922,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0038933,BUF,HOU,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CLE_JAX,00-0038935,JAX,CLE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0038940,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0038976,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0038978,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0038984,ARI,LAC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038994,MIN,GB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0038996,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0038997,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039000,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039002,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039006,KC,DEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039013,PHI,WAS,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039018,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039020,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039021,CHI,CAR,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039031,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039032,TEN,NYJ,3,12,0,0,0,1,-0.472741314297309,0,1,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039040,MIA,LV,11,36,0,0,0,2,-2.70958791230946,0,1,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039047,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039048,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039049,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039059,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039061,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039062,DAL,NYG,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039063,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039064,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039065,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039066,LV,MIA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039067,KC,DEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039068,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039070,ATL,PIT,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039071,CHI,CAR,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039074,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039075,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039077,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039107,LA,SF,1,9,0,0,0,1,0.831906788866036,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039108,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ATL_PIT,00-0039110,PIT,ATL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039111,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039112,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039137,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039138,LA,SF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039139,DET,NO,29,156,2,0,0,14,1.43851342325797,0,7,3,1,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039142,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039146,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039147,NE,SEA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039148,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039149,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039150,CAR,CHI,2,10,1,0,0,1,1.68832572567044,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_MIA_LV,00-0039156,MIA,LV,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039157,TB,CIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039163,HOU,BUF,2,15,0,0,0,1,1.46244827727787,0,1,1,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039169,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039172,DET,NO,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039176,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039232,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039234,BAL,IND,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_GB_MIN,00-0039272,GB,MIN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NYJ_TEN,00-0039284,NYJ,TEN,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039299,SEA,NE,8,29,0,0,0,0,-2.1458699531504,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NE_SEA,00-0039309,SEA,NE,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039313,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039323,CIN,TB,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DAL_NYG,00-0039337,NYG,DAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BAL_IND,00-0039340,IND,BAL,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039342,CAR,CHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039343,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_CHI_CAR,00-0039344,CAR,CHI,4,14,0,0,0,0,-1.63801142212469,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039345,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039357,NO,DET,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_BUF_HOU,00-0039359,HOU,BUF,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039360,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_TB_CIN,00-0039361,TB,CIN,8,45,1,0,0,3,3.55561617191415,0,1,0,0,0,20260925T013701Z
2026,1,REG,2026_01_NO_DET,00-0039364,DET,NO,2,7,0,0,0,0,-0.643492672941648,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_SF_LA,00-0039365,SF,LA,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039366,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_WAS_PHI,00-0039368,WAS,PHI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_ARI_LAC,00-0039369,LAC,ARI,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
2026,1,REG,2026_01_DEN_KC,00-0039371,DEN,KC,0,0,0,0,0,0,,0,0,0,0,0,20260925T013701Z
