espn_athlete_id,player_name,team,status,injury_type,injury_location,injury_side,return_date,short_comment,long_comment,reported_at,fetched_at_utc,source_name
638957,Robert Beal Jr.,MIA,Questionable,Hamstring,Leg,Not Specified,2026-09-27,"Beal (hamstring) did not participate in Wednesday's practice, C. Isaiah Smalls II of the Miami Herald reports.","Beal exited the Dolphins' Week 2 loss to the 49ers early with a hamstring injury. The defensive end's inability to practice at the start of Week 3 prep means the injury could be more than a minor strain. Unless Beal can upgrade his practice participation by Friday, he appears likely to miss Sunday's game against the Chiefs.",2026-09-23 21:40:00,2026-09-24 20:37:16.310505,espn
638922,Ryan Miller,MIA,Questionable,Hip,Leg,Not Specified,2026-09-27,"Miller (hip/back) was a limited participant at practice Wednesday, C. Isaiah Smalls II of the Miami Herald reports.","It's not clear when Miller suffered the injury, but his availability for Week 3 is now in  doubt. If he's not able to practice in full Thursday or Friday, there's a good chance he'll end up carrying an injury designation into the weekend.",2026-09-23 20:04:00,2026-09-24 20:37:16.310505,espn
638917,Jaylen Wright,MIA,Questionable,Foot,Leg,Not Specified,2026-09-27,"Wright (stinger/foot) was a limited participant at practice Wednesday, C. Isaiah Smalls II of the Miami Herald reports.","Wright was forced out of Sunday's loss at San Francisco early with a stinger, and it looks like he might have picked up a foot issue along the way as well. He'll likely have to manage a full practice Thursday or Friday to avoid carrying an injury designation into the weekend.",2026-09-23 19:57:00,2026-09-24 20:37:16.310505,espn
638913,Chop Robinson,MIA,Active,,,,,"Robinson (concussion) was a full participant at practice Wednesday, C. Isaiah Smalls II of the Miami Herald reports.","Robinson was sidelined during Sunday's loss at San Francisco as he recovered from a concussion, but he appears to be trending in a positive direction ahead of Week 3. He presumably still has to get medical clearance from an independent neurologist before he can be taken off Miami's injury report.",2026-09-23 19:52:00,2026-09-24 20:37:16.310505,espn
-2013071,JuJu Brents,MIA,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 16:15:00,2026-09-24 20:37:16.310505,espn
-2013058,Tucker Addington,MIA,Questionable,Shoulder,Arm,Not Specified,2026-09-27,questionable,questionable,2026-09-23 16:11:00,2026-09-24 20:37:16.310505,espn
638795,Kevin Coleman Jr.,MIA,Active,,,,,Coleman played 27 offensive snaps and saw no targets in Sunday's 35-13 loss to the 49ers.,"Coleman played 46 percent of the Dolphins' offensive snaps in the blowout loss. The fifth-round rookie appears to have taken a back seat to Malik Washington, Caleb Douglas (ankle) and Chris Bell. Coleman could see an uptick in usage in the team's Week 3 game against the Chiefs if Douglas cannot play due to his ankle injury.",2026-09-22 23:17:00,2026-09-24 20:37:16.310505,espn
638708,Jordyn Brooks,MIA,Active,,,,,Brooks recorded three total tackles (two solo) during Sunday's 35-13 loss to San Francisco.,"Brooks uncharastically quiet, registering his fewest tackles in a game since Week 17 of the 2024 campaign. The linebacker notched a career-high 183 total tackles over 17 regular-season games in 2025, and he'll likely be more busy Week 3 versus the Chiefs.",2026-09-22 19:54:00,2026-09-24 20:37:16.310505,espn
638703,Jacob Rodriguez,MIA,Active,,,,,Rodriguez recorded eight total tackles (three solo) during Sunday's 35-13 loss to the 49ers.,Rodriguez finished second on the team in takedowns behind safety Michael Taaffe (nine). The rookie linebacker has now registered 22 total tackles (eight solo) over the first two games of his NFL career.,2026-09-22 19:43:00,2026-09-24 20:37:16.310505,espn
638686,Ollie Gordon II,MIA,Active,,,,,Gordon rushed three times for seven yards in Sunday's 35-13 loss to the 49ers.,The running back wasn't targeted in the passing game and saw some increased action after Jaylen Wright exited the game with a neck stinger. Neither back has much fantasy value outside of being an end-of-bench stash in the event something happens to De'Von Achane. The offense is bad enough that neither Gordon nor Wright would even be useful if Achane did go down.,2026-09-22 19:22:00,2026-09-24 20:37:16.310505,espn
638617,Malik Washington,MIA,Active,,,,,"Washington caught four of his five targets for 43 yards, rushed once for four yards, returned a punt for seven yards and returned three kickoffs for 69 yards in Sunday's 35-13 loss to the 49ers.","Washington played 43 of the Dolphins' 59 offensive snaps as well as six special-teams snaps. The No. 1 wide receiver and returner's name appeared across the box score, and Washington appears set to continue filling a diverse role on a rebuilding Miami squad.",2026-09-21 23:12:00,2026-09-24 20:37:16.310505,espn
638614,Greg Dulcich,MIA,Active,,,,,Dulcich caught two of his three targets for 17 yards in Sunday's 35-13 loss to the 49ers.,"Dulcich had a larger role on offense after a quiet opener against the Raiders. The tight end played 36 of 59 offensive snaps Sunday and garnered a bit more attention downfield. Dulcich also contributed on special teams, playing four snaps in the loss.",2026-09-21 23:07:00,2026-09-24 20:37:16.310505,espn
638531,Riley Patterson,MIA,Active,,,,,Patterson converted two of his three field-goal attempts and his sole extra-point try during the Dolphins' 35-13 loss to the 49ers.,"Patterson appears to be achieving the wrong kind of consistency. The kicker once again converted 67 percent of his field-goal attempts, missing one of his three kicks, as he did in the Dolphins' Week 1 loss to the Raiders. Patterson moves to 4-for-6 on field-goal attempts and 2-for-2 on PATs through two games.",2026-09-21 19:08:00,2026-09-24 20:37:16.310505,espn
-2010637,Marcellas Dial Jr.,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
-2010638,Jalen Tolbert,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
-2010639,Justin Joly,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
-2010631,DJ Campbell,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
-2010632,Brady Cook,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
-2010633,Chukwuebuka Godrick,MIA,Active,,,,,,,2026-09-21 14:05:00,2026-09-24 20:37:16.310505,espn
638380,Malik Willis,MIA,Active,,,,,Willis completed 14 of 23 passes for 197 yards and one touchdown in Sunday's 35-13 loss to the 49ers. He also rushed twice for six yards.,"Willis unsurprisingly posted another modest passing total after throwing for 220 yards in his Dolphins debut against the Raiders, but he also failed to get anything going with his legs in Week 2 after rushing for 39 yards and a touchdown in the Week 1 loss. A substantial chunk of Willis' production came on a 77-yard touchdown pass to Ryan Miller with 2:30 remaining in the fourth quarter. Miami doesn't have much experience in its wide receiver room, which got even thinner during Sunday's loss due to the second-half exit of rookie third-round pick Caleb Douglas (ankle). Willis and the Dolphins have been outscored 62-26 heading into a Week 3 home game against the Chiefs.",2026-09-20 20:33:00,2026-09-24 20:37:16.310505,espn
638360,De'Von Achane,MIA,Active,,,,,Achane rushed 20 times for 74 yards while catching three of six targets for 19 yards in Sunday's 35-13 loss to the 49ers.,"Achane racked up 23 touches after touching the ball 11 times in Week 1, but the speedster has struggled to find running room while consistently facing stacked boxes. He is averaging a meager 3.5 yards per rushing attempt heading into a Week 3 home game against the Chiefs, which is a departure from Achane's excellent efficiency in previous seasons, as he averaged 5.7 yards per carry last season and has a career mark of 5.6 YPC. Defenses are daring Malik Willis and Miami's underwhelming wide-receiver room to beat them, and Miami's offense hasn't been up to the task during the team's 0-2 start.",2026-09-20 19:44:00,2026-09-24 20:37:16.310505,espn
638073,Ronnie Harrison Jr.,MIA,Injured Reserve,Hamstring,Leg,Not Specified,2026-10-25,The Dolphins placed Harrison (hamstring) on injured reserve Saturday.,Harrison was ruled out ahead of Sunday's game against the 49ers due to his injury. The linebacker suffered the hamstring injury during the Dolphins' Week 1 loss to the Raiders and has been unable to practice since the incident. Harrison will now need to miss at least four games on IR before becoming eligible to return to the active roster.,2026-09-19 16:21:00,2026-09-24 20:37:16.310505,espn
-2006897,Seydou Traore,MIA,Active,,,,,,,2026-09-18 17:04:00,2026-09-24 20:37:16.310505,espn
639021,DeeJay Dallas,MIN,Questionable,Toe,Leg,Not Specified,2026-09-27,Dallas (toe) was a limited participant in Thursday's practice.,"When Minnesota has all of its key backfield options available, Dallas is expected to play exclusively on special teams, but he'll likely be needed to serve as a passing-down or change-of-pace option at the very least during Sunday's game at Tampa Bay, provided the toe issue doesn't keep him from playing. Jordan Mason (thumb) won't be eligible to return from injured reserve until Week 7, and Aaron Jones -- who handled 23 touches and an 81 percent snap share in the Week 2 win over the Bears -- joined Dallas as a limited participant in Thursday's practice. If Jones ends up sitting out Sunday or has his snaps managed more carefully, Dallas could be in store for a more prominent role after he was limited to eight offensive snaps and three touches in Week 2.",2026-09-24 17:30:00,2026-09-24 20:37:16.310505,espn
-2014102,Tyrion Ingram-Dawkins,MIN,Active,,,,,,,2026-09-24 16:39:00,2026-09-24 20:37:16.310505,espn
-2014100,Brian O'Neill,MIN,Active,,,,,,,2026-09-24 16:39:00,2026-09-24 20:37:16.310505,espn
639007,Aaron Jones Sr.,MIN,Questionable,Knee,Leg,Not Specified,2026-09-27,"Jones (knee) was a limited participant at Thursday's practice, Alec Lewis of The Athletic reports.","Jones opened Week 3 prep with no practice reps Wednesday due to a knee injury, but his ability to mix into some drills one day later is a positive step as the Vikings prepare for Sunday's game at Tampa Bay. Friday's practice report will unveil whether or not he has a designation ahead of that matchup.",2026-09-24 16:16:00,2026-09-24 20:37:16.310505,espn
638879,Jauan Jennings,MIN,Active,,,,,Jennings (personal) was not listed on the Vikings' injury report Wednesday.,"Jennings was unable to practice all week before ultimately sitting out Sunday's 9-3 win over the Bears while dealing with a personal matter. The 29-year-old returned to practice Wednesday, and he'll stand to operate as Minnesota's No. 3 option at wide receiver in the return of quarterback Kyler Murray against the Buccaneers in Week 3.",2026-09-23 18:32:00,2026-09-24 20:37:16.310505,espn
-2013286,Jalen Redmond,MIN,Questionable,Elbow,Arm,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:18:00,2026-09-24 20:37:16.310505,espn
-2013287,Nick Samac,MIN,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:18:00,2026-09-24 20:37:16.310505,espn
-2013267,Jake Golday,MIN,Questionable,Ankle,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 17:17:00,2026-09-24 20:37:16.310505,espn
638747,Josh Oliver,MIN,Active,,,,,Oliver caught his lone target for 24 yards during the Vikings' 9-3 win over the Bears on Sunday.,"Oliver was listed as the co-starter at tight end with T.J. Hockenson, with the duo each playing 31 of 52 offensive snaps. Oliver's only target from Carson Wentz came late in the third quarter, when the duo connected for a 24-yard pass during a drive that ultimately ended in a punt four plays later. Oliver is up to a 3-46-0 line on five targets through two games, and his offensive upside will be limited while playing alongside Hockenson. However, the Vikings pass catchers as a whole should have an elevated scoring floor in Week 3 against the Buccaneers due to the expected return of Kyler Murray (concussion).",2026-09-22 21:02:00,2026-09-24 20:37:16.310505,espn
638710,Byron Murphy Jr.,MIN,Active,,,,,Murphy tallied seven tackles (four solo) and an interception during Sunday's win over the Bears.,"Murphy had a strong outing, as he picked off Caleb Williams (hamstring) to force one of the team's two turnovers. Murphy also finished second on the team in tackles, bringing his total on the season 15 (11 solo) across just two games.",2026-09-22 19:58:00,2026-09-24 20:37:16.310505,espn
638706,Blake Cashman,MIN,Active,,,,,"Cashman logged 10 tackles (six solo), including 1.0 sacks, during Sunday's win over the Bears.","Cashman had a dominant outing during the victory, leading Chicago in tackles while recording one of the team's four sacks. The 30-year-old has gotten off to a strong start this season, racking up 17 tackles (11 solo), including 1.5 sacks, across his first two outings, and he'll look to keep producing in Week 3 versus the Buccaneers.",2026-09-22 19:49:00,2026-09-24 20:37:16.310505,espn
-2011588,Brett Thorson,MIN,Questionable,Hamstring,Leg,Right,2026-09-27,questionable,questionable,2026-09-22 13:02:00,2026-09-24 20:37:16.310505,espn
638585,Demond Claiborne,MIN,Active,,,,,Claiborne caught his sole target for two yards in Sunday's 9-3 win over the Bears.,"Claiborne is the No. 2 running back behind Aaron Jones while Jordan Mason (thumb) recovers on IR. The 22-year-old saw just two offensive snaps in Sunday's game, meaning DeeJay Dallas could have a shot at claiming the backup role from the sixth-rounder in the future.",2026-09-21 21:22:00,2026-09-24 20:37:16.310505,espn
638477,Dallas Turner,MIN,Active,,,,,"Turner logged five tackles (three solo), including 2.0 sacks, during the Vikings' 9-3 win over the Bears on Sunday.","Turner opened the season with a sack against the Packers in Week 1, and he doubled his output during Sunday's NFC North showdown. Both of his sacks came in the second half, with the second a nine-yard takedown of Tyson Bagent on the final play of the game to seal the win for Minnesota. Per Sheil Kapadia of The Athletic, Turner leads the league with 20 pressures through two regular-season games, and his 3.0 sacks are tied for third-most behind Greg Rousseau (4.0) and T.J. Watt (3.5). Up next is a Week 3 road clash against the Buccaneers and quarterback Baker Mayfield, who has been sacked seven times through two games to open the 2026 campaign.",2026-09-21 16:13:00,2026-09-24 20:37:16.310505,espn
638463,T.J. Hockenson,MIN,Active,,,,,Hockenson caught three of four targets for 29 yards in Sunday's 9-3 win over the Bears.,"Hockenson played 69.2 percent of the Vikings' offensive snaps and ran 19 routes to Josh Oliver's four on Carson Wentz's 24 dropbacks. While both tight ends are playing significant snaps for Minnesota, it's clear that Hockenson is the receiving tight end while Oliver focuses on blocking as a traditional in-line player. Through two games, Hockenson has seven catches for 65 yards and a touchdown on nine targets. He'll be in the low-end TE1 conversation most weeks and gets Kyler Murray (concussion) back under center for next Sunday's game against the Bucs.",2026-09-21 15:26:00,2026-09-24 20:37:16.310505,espn
638452,Carson Wentz,MIN,Active,,,,,Wentz will serve as the Vikings' backup quarterback Sunday against the Buccaneers after head coach Kevin O'Connell announced Monday that Kyler Murray has cleared concussion protocol and will start Week 3.,"Wentz performed admirably across nearly two full games in relief of Murray, who sustained the concussion midway through the first quarter of the season opener against the Packers. After completing 12 of 19 passes for 133 yards and three touchdowns in the Vikings' come-from-behind 39-22 win over Green Bay, Wentz started Week 2 against the Bears and played turnover-free football in rainy and windy conditions en route to leading Minnesota to a 9-3 win. While Murray will reclaim the starting job now that he's out of the protocol, Wentz's performance over the past two weeks firmly solidifies him ahead of 2024 first-round pick J.J. McCarthy on the depth chart.",2026-09-21 13:35:00,2026-09-24 20:37:16.310505,espn
638451,Kyler Murray,MIN,Active,,,,,"Murray has cleared concussion protocol and will return to the starting lineup Sunday against the Buccaneers, Tom Pelissero of Netflix reports.",Murray was concussed 11 snaps into his regular-season Vikings debut in Week 1 against the Packers and missed this past Sunday's win over the Bears. His return to the lineup will send Carson Wentz back to the bench as the QB2 after he completed 23 of 39 passes (59 percent) for 276 yards (7.1 YPA) and three touchdowns with no interceptions across the last two weeks against Green Bay and Chicago. Murray's return and Wentz's retreat to backup duties doesn't change much for the Minnesota pass catchers from a fantasy perspective.,2026-09-21 13:31:00,2026-09-24 20:37:16.310505,espn
-2010304,Zemaiah Vaughn,MIN,Active,,,,,,,2026-09-21 13:23:00,2026-09-24 20:37:16.310505,espn
-2010305,Elijah Williams,MIN,Active,,,,,,,2026-09-21 13:23:00,2026-09-24 20:37:16.310505,espn
-2010306,Caleb Tiernan,MIN,Active,,,,,,,2026-09-21 13:23:00,2026-09-24 20:37:16.310505,espn
-2010307,Jakobe Thomas,MIN,Active,,,,,,,2026-09-21 13:23:00,2026-09-24 20:37:16.310505,espn
638392,Jordan Addison,MIN,Active,,,,,Addison caught two of five targets for 21 yards in Sunday's 9-3 win over the Bears.,"Addison was able to secure his first two catches of the season. There was consistent rain throughout the entire contest, making it incredibly difficult for either side to get into any sort of groove through the air, but Addison's five targets were second only to Justin Jefferson (six) on the Vikings. The team will travel to Tampa Bay in Week 3, and it's possible that the offense could get a boost with quarterback Kyler Murray (concussion) on track to return.",2026-09-20 21:19:00,2026-09-24 20:37:16.310505,espn
638338,Will Reichard,MIN,Active,,,,,Reichard made all three of his field-goal attempts during the Vikings' 9-3 win over the Bears on Sunday.,"Sunday's NFC North showdown was a low-scoring affair given the wind and rain. Reichard was able to do his part by supplying all of the points for the Vikings with made field goals from 35, 49 and 39 yards. Dating back to the end of the 2025 season, the third-year pro has connected on three field goals in four of his last five games. Reichard has made all four of his field-goal tries and each of his four extra-point attempts to open the 2026 regular season.",2026-09-20 18:53:00,2026-09-24 20:37:16.310505,espn
638257,Justin Jefferson,MIN,Active,,,,,Jefferson caught three of six targets for 55 yards in Sunday's 9-3 win over the Bears.,"Neither team reached 200 passing yards on a wet and windy day at Soldier Field, and Jefferson's 55 yards actually led all pass catchers. It was a disappointing follow-up to his two-TD performance in the Vikings' opener, but the conditions made big numbers impossible. Jefferson will look to bounce back in what should be much better weather during a Week 3 road trip to Tampa Bay.",2026-09-20 16:14:00,2026-09-24 20:37:16.310505,espn
638072,Kyle Van Noy,MIN,Active,,,,,The Vikings elevated Van Noy from the practice squad to the active roster Saturday ahead of Sunday's game against the Bears.,"Van Noy started in the Vikings' Week 1 win over the Packers, playing 25 defensive snaps and 37 percent of the team's plays. The veteran logged only one solo tackle in the effort but provided enough experience and stability to likely see reps once again in Week 2 against a fearsome Bears rushing attack.",2026-09-19 16:17:00,2026-09-24 20:37:16.310505,espn
639053,Dre'Mont Jones,NE,Questionable,Shoulder,Arm,Not Specified,2026-09-27,Jones (shoulder) did not practice Thursday.,"Jones suffered a shoulder injury in the 20-3 win over the Steelers in Week 2. Since then, he's missed the last two practice sessions. If Jones can't suit up in Week 3 against Jacksonville, Gabe Jucas is a candidate for more snaps.",2026-09-24 19:46:00,2026-09-24 20:37:16.310505,espn
639051,Craig Woodson,NE,Questionable,Shoulder,Arm,Not Specified,2026-09-27,Woodson (shoulder) did not practice Thursday.,"Woodson suffered a shoulder injury in Sunday's 20-3 win over Pittsburgh. He didn't practice Wednesday, with that trend continuing Thursday. The 25-year-old doesn't appear to be heading in a favorable direction, so it wouldn't be surprising to see him carry an injury designation for the Week 3 clash with the Jaguars. If Woodson isn't available, Jaylen Reed may continue to be more involved.",2026-09-24 19:34:00,2026-09-24 20:37:16.310505,espn
639049,Eli Raridon,NE,Questionable,Thigh,Leg,Not Specified,2026-09-27,Raridon (thigh) did not practice Thursday.,"Raridon was injured in Sunday's 20-3 win over the Steelers. He practiced in a limited capacity Wednesday. However, the 22-year-old appeared to take a step back by missing Thursday's session. Raridon will have another opportunity to practice Friday or else he may carry an injury designation ahead of the Week 3 meeting with Jacksonville. The rookie appeared in both of the Patriots' games to begin the 2026 campaign, catching both targets for 32 yards and one touchdown.",2026-09-24 19:26:00,2026-09-24 20:37:16.310505,espn
-2013903,Dametrious Crownover,NE,Active,,,,,,,2026-09-24 15:27:00,2026-09-24 20:37:16.310505,espn
638953,Dell Pettus,NE,Injured Reserve,Ankle,Leg,Not Specified,2026-10-22,The Patriots placed Pettus (ankle) on injured reserve Wednesday.,"Pettus exited the second quarter of Sunday's 20-3 win over the Steelers with an ankle injury, and he'll now have to miss at least the next four games while on IR. With Craig Woodson (shoulder) also injured, the team will likely look to sign or elevate a player from the practice squad  for Sunday's Week 3 matchup against the Jaguars.",2026-09-23 21:28:00,2026-09-24 20:37:16.310505,espn
638921,Brenden Schooler,NE,Out,Back,Torso,Not Specified,2026-10-11,The Patriots opened the 21-day practice window for Schooler (back) on Wednesday.,"Schooler can now return to practice but won't be eligible to appear in a game until Week 5 due to being on the reserve/non-football injury list. Once officially activated, the 29-year-old should contribute as a depth defender.",2026-09-23 20:02:00,2026-09-24 20:37:16.310505,espn
638897,Reggie Gilliam,NE,Questionable,Knee,Leg,Not Specified,2026-09-27,Gilliam (knee) was a limited participant at the Patriots' practice Wednesday.,"Gilliam appears to have left Sunday's 20-3 win over the Steelers a little worse for wear, picking up a knee injury at some point during the contest. The fullback will have two more chances to log a full practice before the team's Week 3 matchup with Jacksonville.",2026-09-23 19:17:00,2026-09-24 20:37:16.310505,espn
638896,Carlton Davis III,NE,Active,,,,,Davis (neck) was a full participant at practice Wednesday.,"Davis was unavailable for the team's Week 2 win over the Steelers as a result of a neck injury, but he now appears to be healthy ahead of Sunday's contest against the Jaguars. The 29-year-old will slot in as a starting cornerback versus Jacksonville.",2026-09-23 19:15:00,2026-09-24 20:37:16.310505,espn
-2012843,Morgan Moses,NE,Questionable,Foot,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 15:34:00,2026-09-24 20:37:16.310505,espn
-2012819,Quintayvious Hutchins,NE,Questionable,Knee,Leg,Not Specified,2026-09-27,questionable,questionable,2026-09-23 15:32:00,2026-09-24 20:37:16.310505,espn
638771,Kyle Williams,NE,Active,,,,,Williams caught one of two targets for 10 yards in Sunday's 20-3 win over the Steelers.,"Despite A.J. Brown (ankle) missing his first game after going down in Week 1 against Seattle, Williams played just 20 percent of the Patriots' offensive snaps against Pittsburgh. He operated as the fourth receiver, well behind Mack Hollins, Romeo Doubs and slot man DeMario Douglas. Williams doesn't hold much fantasy value in redraft formats.",2026-09-22 21:59:00,2026-09-24 20:37:16.310505,espn
638751,Robert Spillane,NE,Active,,,,,Spillane logged six tackles (three solo) in Sunday's 20-3 win over the Steelers.,Spillane played 100 percent of the Patriots' 70 defensive snaps in Sunday's contest. The inside linebacker has now played all 120 of the team's defensive snaps through two regular-season games.,2026-09-22 21:17:00,2026-09-24 20:37:16.310505,espn
638749,Charles Woods,NE,Active,,,,,Woods logged 10 tackles (eight solo) and defensed one pass in Sunday's 20-3 win over the Steelers.,"Woods played 86 percent of the Patriots' defensive snaps in Sunday's contest. The cornerback started in place of Carlton Davis (neck), and he'll likely do so again in Week 3 against the Jaguars if the latter remains absent.",2026-09-22 21:10:00,2026-09-24 20:37:16.310505,espn
638746,Elijah Ponder,NE,Active,,,,,"Ponder logged five tackles (three solo), including 1.0 sacks, and recovered a fumble he returned for a touchdown in Sunday's 20-3 win over the Steelers.",Ponder recovered an Aaron Rodgers fumble and took it 19 yards for a touchdown to extend the Patriots' 13-3 lead to the game-winning 20-3 score. The outside linebacker played 77 percent of the team's defensive snaps in the contest.,2026-09-22 21:02:00,2026-09-24 20:37:16.310505,espn
638744,Christian Elliss,NE,Active,,,,,"Elliss logged 12 tackles (seven solo), including 1.0 sacks, and forced a fumble in Sunday's 20-3 win over the Steelers.",Elliss led all players in Sunday's contest in tackles. The inside linebacker played all 70 defensive snaps in the contest and has missed just one defensive snap through two regular-season games.,2026-09-22 20:55:00,2026-09-24 20:37:16.310505,espn
638689,Mike Onwenu,NE,Injured Reserve,Ankle,Leg,Right,2026-10-22,The Patriots placed Onwenu (ankle) on injured reserve Tuesday.,"Onwenu suffered a broken right ankle in the Patriots' win over the Steelers on Sunday, and he appears likely to miss the remainder of the 2026 season. Greg Van Roten is likely the next man up at right guard for New England.",2026-09-22 19:27:00,2026-09-24 20:37:16.310505,espn
638521,DeMario Douglas,NE,Active,,,,,Douglas caught one of two targets for nine yards Sunday in a 20-3 win over the Steelers.,"Douglas not only posted an unimpactful stat line, he also was on the field for only 47 percent of New England's offensive snaps after logging a a 62 percent snap share Week 1. Both Mack Hollins (71 percent) and Romeo Doubs (67 percent) recorded a significantly higher offensive snap share Week 2, though Douglas remained ahead of Kyle Williams (20 percent) and Efton Chism (18 percent). With only six catches (on nine targets) for 29 yards through two contests, Douglas has yet to give fantasy managers any confidence in deploying him in lineups.",2026-09-21 18:44:00,2026-09-24 20:37:16.310505,espn
638511,Mack Hollins,NE,Active,,,,,Hollins caught both of his targets for 18 yards in Sunday's 20-3 victory over Pittsburgh.,"After leading the Patriots with 51 receiving yards on four catches in the team's season opener, Hollins had a more subdued performance versus the Steelers. The veteran wideout was nonetheless on the field often, logging 39 of New England's 55 offensive snaps -- most among the club's wideouts (Romeo Doubs was second with 37 offensive snaps). Although Doubs and DeMario Douglas were listed as the Patriots' starting wideouts, Douglas logged just 26 offensive snaps, so Hollins may have at least temporarily leapfrogged him in the pecking order.",2026-09-21 18:23:00,2026-09-24 20:37:16.310505,espn
-2010398,Leonard Taylor III,NE,Active,,,,,,,2026-09-21 13:39:00,2026-09-24 20:37:16.310505,espn
-2010400,Walter Rouse,NE,Active,,,,,,,2026-09-21 13:39:00,2026-09-24 20:37:16.310505,espn
-2010402,Behren Morton,NE,Active,,,,,,,2026-09-21 13:39:00,2026-09-24 20:37:16.310505,espn
-2010403,Tanner Arkin,NE,Active,,,,,,,2026-09-21 13:39:00,2026-09-24 20:37:16.310505,espn
638393,Hunter Henry,NE,Active,,,,,Henry caught three of five targets for 40 yards in the Patriots' 20-3 win over the Steelers on Sunday.,"In the team's first game without A.J. Brown (ankle), Henry ended up pacing the Patriots with his five targets, though Drake Maye spread the ball around to nine different pass catchers. While Henry led the team in looks, Romeo Doubs turned his four targets into three catches for a game-high 96 receiving yards. After two contests this season, Henry has six catches for 66 scoreless yards. He's one of many in the touchdown-or-bust bucket at tight end for fantasy.",2026-09-20 21:20:00,2026-09-24 20:37:16.310505,espn
638346,Andy Borregales,NE,Active,,,,,Borregales went 2-for-3 on field-goal tries and made both of his extra-point attempts during the Patriots' 20-3 win over the Steelers on Sunday.,"After a rather quiet Week 1 performance, Borregales was more involved in Sunday's win over Pittsburgh. He connected on a 30-yard field goal in the second quarter before missing a 47-yard try in the third, though Borregales bounced back by making a 45-yard FG later in the period. The second-year kicker has gone 3-for-4 on field-goal attempts and 3-for-3 on extra-point tries through the first two games of the 2026 regular season.",2026-09-20 19:03:00,2026-09-24 20:37:16.310505,espn
638260,Romeo Doubs,NE,Active,,,,,Doubs caught three of four targets for 96 yards in Sunday's 20-3 win over the Steelers.,"Doubs accounted for 96 of Drake Maye's 202 passing yards while no teammate exceeded 40 receiving yards in the absence of A.J. Brown (ankle). Most of Doubs' production came on a 63-yard catch in the third quarter, which set up a field goal. This was a nice bounce-back performance from the offseason free-agent signing after Doubs finished without a catch in his Patriots debut. Maye has a 1:4 TD:INT, so New England's passing game has been sputtering ahead of a Week 3 trip to Jacksonville.",2026-09-20 16:18:00,2026-09-24 20:37:16.310505,espn
639020,Kendre Miller,NO,Questionable,Illness,Other,Not Specified,2026-09-27,"Miller was a non-participant in Thursday's practice due to an illness, Mike Triplett of NewOrleans.Football reports.","After being a healthy inactive Week 2 win over the Ravens while the Saints welcomed Alvin Kamara (knee) back from a one-game absence, Miller will now have to overcome an illness as he looks to re-enter the backfield mix Sunday versus the Raiders. Even if he makes a full recovery from the ailment, Miller may need No. 1 back Travis Etienne (hamstring) to sit out the Week 3 game in order to avoid another inactive status. Etienne has been limited in both of the Saints' practices this week, clouding his availability for Sunday.",2026-09-24 17:24:00,2026-09-24 20:37:16.310505,espn
-2014037,Nathan Shepherd,NO,Active,,,,,,,2026-09-24 16:28:00,2026-09-24 20:37:16.310505,espn
638992,Travis Etienne Jr.,NO,Questionable,Hamstring,Leg,Not Specified,2026-09-27,"Etienne (hamstring) practiced in a limited capacity Thursday, Mike Triplett of NewOrleans.Football reports.","Etienne is operating with restrictions on his practice reps this week due to a hamstring injury and now has just one more chance to get back to full Friday before the Saints potentially tag him with a designation for Sunday's game against the Raiders. Fellow RB Kendre Miller didn't practice Thursday because of an illness, so Alvin Kamara and CJ Donaldson currently are the healthy options at the position on the active roster.",2026-09-24 15:30:00,2026-09-24 20:37:16.310505,espn
638959,Isaiah Stalbird,NO,Active,,,,,Stalbird (shoulder) was a full participant at the Saints' practice Wednesday.,"Stalbird was unavailable for the team's 24-17 win over the Ravens in Week 2 due to a shoulder injury, but he now appears to be back to full health. The 26-year-old will be back in his role as a top depth option behind Kaden Elliss and Pete Werner at inside linebacker Sunday versus the Raiders.",2026-09-23 21:46:00,2026-09-24 20:37:16.310505,espn
638923,Christen Miller,NO,Questionable,Toe,Leg,Not Specified,2026-09-27,Miller (toe) did not participate in Wednesday's practice.,"Miller continues to miss practice sessions as the defensive tackle works through the toe injury he likely suffered in the Saints' Week 1 overtime loss to the Lions. The rookie second-rounder was able to practice in a limited capacity Friday but has been downgraded to a non-participant to start Week 3 prep, suggesting not much progress has likely been made in his recovery.",2026-09-23 20:07:00,2026-09-24 20:37:16.310505,espn
